playerID,yearID,stint,teamID,lgID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,nameGiven,masterID
lavarry01,2015,2,ATL,NL,27,66,5,15,5,0,2,6,0,0,8,21,1,0,0,0,4,Ryan Cole,lavarry01-2015-ATL
lawribr01,2015,1,OAK,AL,149,562,64,146,29,3,16,60,5,2,28,144,1,5,3,4,8,Brett Russell,lawribr01-2015-OAK
leakemi01,2015,1,CIN,NL,25,52,3,7,3,0,1,5,0,0,0,25,0,0,4,0,0,Michael Raymond,leakemi01-2015-CIN
lemahdj01,2015,1,COL,NL,150,564,85,170,21,5,6,61,23,3,50,107,4,1,3,2,20,David John,lemahdj01-2015-COL
leonsa01,2015,1,BOS,AL,41,114,8,21,2,0,0,3,0,1,7,28,1,1,6,0,4,Sandy David,leonsa01-2015-BOS
lestejo01,2015,1,CHN,NL,32,62,6,4,0,0,0,0,0,0,3,30,0,0,6,0,1,Jonathan Tyler,lestejo01-2015-CHN
lindad01,2015,1,MIL,NL,149,502,72,139,32,0,20,87,0,0,66,100,11,1,0,3,7,Adam Alan,lindad01-2015-MIL
lindofr01,2015,1,CLE,AL,99,390,50,122,22,4,12,51,12,2,27,69,0,1,13,7,12,Francisco Miguel,lindofr01-2015-CLE
liriafr01,2015,1,PIT,NL,31,65,4,11,2,0,1,7,0,0,0,28,0,0,2,0,0,Francisco Casillas,liriafr01-2015-PIT
lobatjo01,2015,1,WAS,NL,44,136,11,27,4,0,3,20,0,0,15,40,1,1,1,2,5,Jose Manuel,lobatjo01-2015-WAS
loneyja01,2015,1,TBA,AL,104,361,25,101,16,0,4,32,2,4,23,34,5,1,0,3,10,James Anthony,loneyja01-2015-TBA
longoev01,2015,1,TBA,AL,160,604,74,163,35,1,21,73,3,1,51,132,8,6,0,9,11,Evan Michael,longoev01-2015-TBA
loughda01,2015,1,BAL,AL,84,134,14,27,1,1,4,12,2,4,5,36,0,2,3,0,0,David Dennis,loughda01-2015-BAL
lowrije01,2015,1,HOU,AL,69,230,35,51,14,0,9,30,1,0,28,43,5,3,0,2,3,Jed Carlson,lowrije01-2015-HOU
lucrojo01,2015,1,MIL,NL,103,371,51,98,20,3,7,43,1,0,36,64,0,1,1,6,18,Jonathan Charles,lucrojo01-2015-MIL
lynnla01,2015,1,SLN,NL,31,50,3,8,2,0,0,1,0,0,0,26,0,0,5,0,0,Michael Lance,lynnla01-2015-SLN
machadi01,2015,1,DET,AL,24,68,6,16,3,0,0,5,1,0,7,14,0,0,3,0,3,Dixon Javier,machadi01-2015-DET
machama01,2015,1,BAL,AL,162,633,102,181,30,1,35,86,20,8,70,111,2,4,2,4,17,Manuel Arturo,machama01-2015-BAL
mahtomi01,2015,1,TBA,AL,41,105,22,31,5,1,9,19,4,3,6,31,0,3,1,0,0,Michael Anthony,mahtomi01-2015-TBA
maldoma01,2015,1,MIL,NL,79,229,19,48,7,0,4,22,0,1,23,65,3,1,1,2,6,Martin Benjamin,maldoma01-2015-MIL
marisja01,2015,1,HOU,AL,133,339,46,80,15,4,9,36,24,9,18,105,0,5,6,4,2,Jacob Shawn,marisja01-2015-HOU
markani01,2015,1,ATL,NL,156,612,73,181,38,1,3,53,2,1,70,83,11,3,0,1,17,Nicholas William,markani01-2015-ATL
marrede01,2015,1,BOS,AL,25,53,8,12,0,0,1,3,2,1,3,19,0,0,0,0,0,Deven Sommer,marrede01-2015-BOS
marteje01,2015,1,DET,AL,33,80,9,17,4,0,4,11,0,0,8,22,0,0,2,0,2,Jefry Leonal,marteje01-2015-DET
marteke01,2015,1,SEA,AL,57,219,25,62,14,3,2,17,8,4,24,43,0,0,2,2,1,Ketel Ricardo,marteke01-2015-SEA
martest01,2015,1,PIT,NL,153,579,84,166,30,2,19,81,30,10,27,123,3,19,3,5,14,Starling Javier,martest01-2015-PIT
martica04,2015,1,SLN,NL,32,56,2,8,2,0,0,0,0,0,1,23,0,1,5,0,1,Carlos Ernesto,martica04-2015-SLN
martijd02,2015,1,DET,AL,158,596,93,168,33,2,38,102,3,2,53,178,7,5,0,3,11,Julio Daniel,martijd02-2015-DET
martile01,2015,1,TEX,AL,95,288,26,63,12,0,5,25,14,5,16,69,1,2,3,1,5,Leonys,martile01-2015-TEX
martiru01,2015,1,TOR,AL,129,441,76,106,23,2,23,77,4,5,53,106,1,8,0,5,22,Russell Nathan Coltrane,martiru01-2015-TOR
martivi01,2015,1,DET,AL,120,440,39,108,20,0,11,64,0,0,31,52,8,7,0,7,18,Victor Jesus,martivi01-2015-DET
mathije01,2015,1,MIA,NL,32,93,9,15,4,1,2,12,0,0,7,24,1,0,0,3,2,Jeffrey Stephen,mathije01-2015-MIA
mauerjo01,2015,1,MIN,AL,158,592,69,157,34,2,10,66,2,1,67,112,12,1,1,5,22,Joseph Patrick,mauerjo01-2015-MIN
maxweju01,2015,1,SFN,NL,100,249,26,52,8,2,7,26,2,1,20,76,1,3,1,1,4,Justin Adam,maxweju01-2015-SFN
maybejo02,2015,1,NYN,NL,59,110,8,18,6,1,3,9,1,0,9,33,0,0,0,0,2,John Claiborn,maybejo02-2015-NYN
maybica01,2015,1,ATL,NL,141,505,65,135,18,2,10,59,23,6,45,102,1,1,1,3,16,Cameron Keith,maybica01-2015-ATL
mccanbr01,2015,1,NYA,AL,135,465,68,108,15,1,26,94,0,0,52,97,3,11,0,7,7,Brian Michael,mccanbr01-2015-NYA
mccanja02,2015,1,DET,AL,114,401,32,106,18,5,7,41,0,1,16,90,0,3,4,1,17,James Thomas,mccanja02-2015-DET
mccutan01,2015,1,PIT,NL,157,566,91,165,36,3,23,96,11,5,98,133,12,12,0,9,9,Andrew Stefan,mccutan01-2015-PIT
mcgehca01,2015,1,SFN,NL,49,127,7,27,5,0,2,11,0,1,11,28,0,0,0,0,15,Casey Michael,mcgehca01-2015-SFN
mcgehca01,2015,2,MIA,NL,60,110,7,20,7,0,0,9,1,0,10,22,0,0,0,0,3,Casey Michael,mcgehca01-2015-MIA
mckenmi01,2015,1,COL,NL,58,127,20,26,7,3,4,17,2,2,22,41,0,2,0,1,2,Michael Charles,mckenmi01-2015-COL
mercejo03,2015,1,PIT,NL,116,394,34,96,21,0,3,34,3,2,27,73,7,2,4,3,7,Jordy Joe,mercejo03-2015-PIT
middlwi01,2015,1,SDN,NL,83,255,23,54,7,2,9,29,2,1,11,60,0,0,0,4,4,William Scott,middlwi01-2015-SDN
millebr02,2015,1,SEA,AL,144,438,44,113,22,4,11,46,13,4,47,101,0,2,4,6,7,Bradley Austin,millebr02-2015-SEA
millesh01,2015,1,ATL,NL,33,56,1,3,2,0,0,0,0,0,4,29,0,0,11,0,0,Shelby Charles,millesh01-2015-ATL
molinya01,2015,1,SLN,NL,136,488,34,132,23,2,4,61,3,1,32,59,3,0,1,9,16,Yadier Benjamin,molinya01-2015-SLN
monteje01,2015,1,SEA,AL,38,112,11,25,6,0,5,19,0,0,4,32,0,0,0,0,2,Jesus Alejandro,monteje01-2015-SEA
montemi01,2015,1,CHN,NL,113,347,36,86,11,0,15,53,1,1,49,103,5,4,0,3,9,Miguel Angel,montemi01-2015-CHN
moorety01,2015,1,WAS,NL,97,187,14,38,12,0,6,27,0,0,11,45,2,1,0,1,2,Tyler Michael,moorety01-2015-WAS
moralke01,2015,1,KCA,AL,158,569,81,165,41,2,22,106,0,0,58,103,4,8,0,4,24,Kendrys,moralke01-2015-KCA
morelmi01,2015,1,TEX,AL,132,471,51,131,27,0,23,85,1,0,32,112,2,7,0,5,9,Mitchell Austin,morelmi01-2015-TEX
morneju01,2015,1,COL,NL,49,168,19,52,10,3,3,15,0,0,13,25,2,1,0,0,2,Justin Ernest George,morneju01-2015-COL
morrilo01,2015,1,SEA,AL,146,457,47,103,15,3,17,54,8,4,47,81,5,4,1,2,7,Justis Logan,morrilo01-2015-SEA
morsemi01,2015,1,MIA,NL,53,160,8,34,4,0,4,12,0,0,12,55,0,2,0,0,6,Michael John,morsemi01-2015-MIA
morsemi01,2015,2,PIT,NL,45,69,6,19,3,1,1,7,0,0,11,21,0,2,0,0,4,Michael John,morsemi01-2015-PIT
mossbr01,2015,1,CLE,AL,94,337,36,73,17,1,15,50,0,0,32,106,2,3,0,3,9,Brandon Douglas,mossbr01-2015-CLE
mossbr01,2015,2,SLN,NL,51,132,11,33,7,1,4,8,0,1,17,42,2,2,0,0,3,Brandon Douglas,mossbr01-2015-SLN
moustmi01,2015,1,KCA,AL,147,549,73,156,34,1,22,82,1,2,43,76,1,13,4,5,14,Michael Christopher,moustmi01-2015-KCA
muncyma01,2015,1,OAK,AL,45,102,14,21,8,1,3,9,0,0,9,31,0,0,0,1,0,Maxwell Steven,muncyma01-2015-OAK
murphda07,2015,1,CLE,AL,84,206,22,61,12,1,5,27,0,1,16,29,1,1,1,4,4,David Matthew,murphda07-2015-CLE
murphda07,2015,2,LAA,AL,48,155,16,41,6,0,5,23,0,1,4,20,0,0,0,1,2,David Matthew,murphda07-2015-LAA
murphda08,2015,1,NYN,NL,130,499,56,140,38,2,14,73,2,2,31,38,10,2,0,6,15,Daniel Thomas,murphda08-2015-NYN
murphjr01,2015,1,NYA,AL,67,155,21,43,9,1,3,14,0,0,12,43,0,1,1,3,4,John Ryan,murphjr01-2015-NYA
myerswi01,2015,1,SDN,NL,60,225,40,57,13,1,8,29,5,2,27,55,0,1,0,0,2,William Bradford,myerswi01-2015-SDN
napolmi01,2015,1,BOS,AL,98,329,37,68,18,1,13,40,3,1,45,99,2,3,0,1,10,Michael Anthony,napolmi01-2015-BOS
napolmi01,2015,2,TEX,AL,35,78,9,23,2,0,5,10,0,2,12,19,1,1,0,0,1,Michael Anthony,napolmi01-2015-TEX
navada01,2015,1,BOS,AL,29,66,6,10,2,0,0,7,0,0,8,17,0,2,1,1,3,Daniel James,navada01-2015-BOS
navada01,2015,2,TBA,AL,31,73,7,17,2,0,1,3,1,0,12,19,0,3,0,0,1,Daniel James,navada01-2015-TBA
navardi01,2015,1,TOR,AL,54,171,17,42,7,0,5,20,0,0,17,29,1,0,0,4,0,Dioner Favian,navardi01-2015-TOR
navaref01,2015,1,LAA,AL,54,83,9,21,4,0,0,5,0,2,5,16,1,0,0,0,5,Efren,navaref01-2015-LAA
negrokr01,2015,1,CIN,NL,43,93,5,13,2,0,0,2,2,0,9,23,0,3,2,0,2,Kristopher David,negrokr01-2015-CIN
nelsoji02,2015,1,MIL,NL,30,55,1,6,1,0,0,2,0,0,1,34,0,0,3,0,0,James Jacob,nelsoji02-2015-MIL
niesejo01,2015,1,NYN,NL,33,52,5,9,1,0,0,4,0,0,5,18,0,0,3,0,0,Jonathon Joseph,niesejo01-2015-NYN
nieuwki01,2015,3,NYN,NL,37,68,14,19,7,0,4,11,0,1,6,23,0,3,0,0,2,Kirk Robert,nieuwki01-2015-NYN
norride01,2015,1,SDN,NL,147,515,65,129,33,2,14,62,4,1,35,131,1,6,0,1,5,Derek Russell,norride01-2015-SDN
nunezed02,2015,1,MIN,AL,72,188,23,53,14,1,4,20,8,4,12,29,0,1,2,1,1,Eduardo Michelle,nunezed02-2015-MIN
odorro01,2015,1,TEX,AL,120,426,54,111,21,9,16,61,6,7,23,79,2,14,2,5,3,Rougned Roberto,odorro01-2015-TEX
olivehe01,2015,1,ATL,NL,24,79,4,20,4,1,2,11,0,0,5,12,0,2,0,1,2,Hector,olivehe01-2015-ATL
oltmi01,2015,2,CHA,AL,24,79,6,16,0,0,3,4,0,1,7,29,0,0,0,0,2,Michael George,oltmi01-2015-CHA
orlanpa01,2015,1,KCA,AL,86,241,31,60,14,6,7,27,3,3,5,53,0,2,2,1,0,Paulo Roberto,orlanpa01-2015-KCA
ortizda01,2015,1,BOS,AL,146,528,73,144,37,0,37,108,0,1,77,95,16,0,0,9,16,David Americo,ortizda01-2015-BOS
owingch01,2015,1,ARI,NL,147,515,59,117,27,5,4,43,16,4,26,144,3,1,7,3,9,Christopher Scott,owingch01-2015-ARI
ozunama01,2015,1,MIA,NL,123,459,47,119,27,0,10,44,2,3,30,110,1,3,0,2,10,Marcell,ozunama01-2015-MIA
pachejo01,2015,1,ARI,NL,29,66,8,16,0,0,2,8,1,0,9,14,0,1,0,2,6,Jordan Patrick,pachejo01-2015-ARI
paganan01,2015,1,SFN,NL,133,512,55,134,21,3,3,37,12,4,32,93,0,1,0,6,12,Angel Manuel,paganan01-2015-SFN
panikjo01,2015,1,SFN,NL,100,382,59,119,27,2,8,37,3,2,38,42,0,5,3,4,7,Joseph Matthew,panikjo01-2015-SFN
paredji01,2015,1,BAL,AL,104,363,46,100,17,2,10,42,4,4,19,111,0,0,0,2,8,Jimmy Santiago,paredji01-2015-BAL
parkeky01,2015,1,COL,NL,46,106,10,19,3,1,3,11,1,0,6,37,0,0,0,0,2,Kyle James,parkeky01-2015-COL
parmech01,2015,1,BAL,AL,32,97,11,21,7,1,4,9,0,1,4,26,0,1,0,0,1,Christopher Matthew,parmech01-2015-BAL
parrage01,2015,1,MIL,NL,100,323,53,106,24,5,9,31,9,3,20,57,2,3,1,4,7,Gerardo Enrique,parrage01-2015-MIL
parrage01,2015,2,BAL,AL,55,224,30,53,12,0,5,20,5,1,8,35,1,2,3,1,1,Gerardo Enrique,parrage01-2015-BAL
paulsbe01,2015,1,COL,NL,116,325,42,90,19,4,11,49,1,2,23,92,0,2,1,3,5,Benjamin Michael,paulsbe01-2015-COL
pearcst01,2015,1,BAL,AL,92,294,42,64,13,1,15,40,1,1,23,69,1,7,0,1,11,Steven Wayne,pearcst01-2015-BAL
pederjo01,2015,1,LAN,NL,151,480,67,101,19,1,26,54,4,7,92,170,6,9,2,2,5,Joc Russell,pederjo01-2015-LAN
pedrodu01,2015,1,BOS,AL,93,381,46,111,19,1,12,42,2,2,38,51,1,2,1,3,6,Dustin Luis,pedrodu01-2015-BOS
pegueca01,2015,1,TEX,AL,30,70,10,13,4,0,4,9,2,0,12,36,0,1,0,1,1,Carlos Angel,pegueca01-2015-TEX
penabr01,2015,1,CIN,NL,108,333,17,91,17,0,0,18,2,0,29,34,1,2,2,1,10,Brayan Eduardo,penabr01-2015-CIN
pencehu01,2015,1,SFN,NL,52,207,30,57,13,1,9,40,4,1,16,48,0,0,0,0,8,Hunter Andrew,pencehu01-2015-SFN
pennicl01,2015,1,ARI,NL,72,135,15,32,3,0,1,10,3,0,16,29,2,0,4,2,4,Clifton Randolph,pennicl01-2015-ARI
pennicl01,2015,2,TOR,AL,33,75,9,12,3,0,2,11,0,0,11,20,0,1,3,2,2,Clifton Randolph,pennicl01-2015-TOR
peralda01,2015,1,ARI,NL,149,462,61,144,26,10,17,78,9,4,44,107,2,4,0,7,7,Senger David,peralda01-2015-ARI
peraljh01,2015,1,SLN,NL,155,579,64,159,26,1,17,71,1,4,50,111,6,5,0,6,23,Jhonny Antonio,peraljh01-2015-SLN
perezca02,2015,1,LAA,AL,86,260,20,65,13,0,4,21,2,0,19,49,0,0,2,2,7,Carlos Eduardo,perezca02-2015-LAA
perezeu01,2015,1,ATL,NL,47,119,10,32,4,0,0,5,3,1,7,23,1,4,3,0,3,Eury Eduardo,perezeu01-2015-ATL
perezhe01,2015,2,MIL,NL,90,230,13,62,15,2,1,21,4,1,4,48,1,0,3,1,4,Hernan Alejandro,perezhe01-2015-MIL
perezro02,2015,1,CLE,AL,70,184,30,42,9,1,7,21,0,0,33,64,1,2,5,2,9,Roberto,perezro02-2015-CLE
perezsa02,2015,1,KCA,AL,142,531,52,138,25,0,21,70,1,0,13,82,4,4,0,5,23,Salvador Johan,perezsa02-2015-KCA
peterja01,2015,1,ATL,NL,152,528,55,126,23,5,6,52,12,10,56,120,4,3,7,3,5,Jace Ryan,peterja01-2015-ATL
petersh01,2015,1,MIL,NL,93,201,22,52,7,3,2,16,0,1,20,55,1,0,3,1,3,Shane Aaron,petersh01-2015-MIL
phamth01,2015,1,SLN,NL,52,153,28,41,7,5,5,18,2,0,19,41,1,0,0,1,1,Thomas James,phamth01-2015-SLN
phegljo01,2015,1,OAK,AL,73,225,27,56,16,1,9,34,0,0,14,51,0,3,0,1,5,Joshua Aaron,phegljo01-2015-OAK
phillbr01,2015,1,CIN,NL,148,588,69,173,19,2,12,70,23,3,27,68,1,4,1,3,13,Brandon Emil,phillbr01-2015-CIN
pierzaj01,2015,1,ATL,NL,113,407,38,122,24,1,9,49,0,2,19,37,2,7,0,3,19,Anthony John,pierzaj01-2015-ATL
pillake01,2015,1,TOR,AL,159,586,76,163,31,2,12,56,25,4,28,85,1,5,4,5,9,Kevin Andrew,pillake01-2015-TOR
pireljo01,2015,1,NYA,AL,37,74,7,17,3,0,1,5,1,0,2,16,0,0,1,1,4,Jose Manuel,pireljo01-2015-NYA
piscost01,2015,1,SLN,NL,63,233,29,71,15,4,7,39,2,1,20,56,2,1,0,2,7,Stephen Edward,piscost01-2015-SLN
plaweke01,2015,1,NYN,NL,73,233,18,51,9,0,3,21,0,0,17,60,4,4,1,3,4,Kevin Jeffrey,plaweke01-2015-NYN
plouftr01,2015,1,MIN,AL,152,573,74,140,35,4,22,86,2,1,50,124,0,4,1,4,28,Trevor Patrick,plouftr01-2015-MIN
polangr01,2015,1,PIT,NL,153,593,83,152,35,6,9,52,27,10,55,121,6,1,1,2,5,Gregory,polangr01-2015-PIT
polloaj01,2015,1,ARI,NL,157,609,111,192,39,6,20,76,39,7,53,89,0,2,0,9,19,Allen Lorenz,polloaj01-2015-ARI
pompeda01,2015,1,TOR,AL,34,94,17,21,8,0,2,6,5,1,7,23,0,2,0,0,1,Dalton Kenrick,pompeda01-2015-TOR
poseybu01,2015,1,SFN,NL,150,557,74,177,28,0,19,95,2,0,56,52,10,3,0,7,17,Gerald Dempsey,poseybu01-2015-SFN
pradoma01,2015,1,MIA,NL,129,500,52,144,22,2,9,63,1,0,37,68,4,5,1,8,9,Martin Manuel,pradoma01-2015-MIA
puigya01,2015,1,LAN,NL,79,282,30,72,12,3,11,38,3,3,26,66,1,2,0,1,1,Yasiel,puigya01-2015-LAN
pujolal01,2015,1,LAA,AL,157,602,85,147,22,0,40,95,5,3,50,72,10,6,0,3,15,Jose Alberto,pujolal01-2015-LAA
raburry01,2015,1,CLE,AL,82,173,22,52,16,1,8,29,0,0,23,44,3,4,0,1,5,Ryan Neil,raburry01-2015-CLE
ramiral03,2015,1,CHA,AL,154,583,54,145,33,0,10,62,17,7,31,68,2,1,1,6,18,Alexei Fernando,ramiral03-2015-CHA
ramirar01,2015,1,MIL,NL,81,279,25,69,18,0,11,42,1,0,16,42,3,4,0,3,12,Aramis,ramirar01-2015-MIL
ramirar01,2015,2,PIT,NL,56,196,18,48,13,1,6,33,0,0,15,26,0,1,0,2,11,Aramis,ramirar01-2015-PIT
ramirha01,2015,1,BOS,AL,105,401,59,100,12,1,19,53,6,3,21,71,2,4,0,4,11,Hanley,ramirha01-2015-BOS
ramirjo01,2015,1,CLE,AL,97,315,50,69,14,3,6,27,10,4,32,39,0,1,5,2,5,Jose Enrique,ramirjo01-2015-CLE
ramoswi01,2015,1,WAS,NL,128,475,41,109,16,0,15,68,0,0,21,101,2,0,0,8,16,Wilson Abraham,ramoswi01-2015-WAS
rasmuco01,2015,1,HOU,AL,137,432,67,103,23,2,25,61,2,1,47,154,0,2,1,3,6,Colby Ryan,rasmuco01-2015-HOU
realmjt01,2015,1,MIA,NL,126,441,49,114,21,7,10,47,8,4,19,70,2,2,1,4,11,Jacob Tyler,realmjt01-2015-MIA
reckean01,2015,1,NYN,NL,32,80,6,10,1,0,2,5,1,0,11,35,2,1,0,0,1,Anthony Vito,reckean01-2015-NYN
reddijo01,2015,1,OAK,AL,149,526,67,143,25,4,20,77,10,2,49,65,1,0,1,2,7,William Joshua,reddijo01-2015-OAK
reimono01,2015,1,BAL,AL,61,170,24,42,5,1,6,20,0,0,23,47,2,2,0,0,2,Nolan G.,reimono01-2015-BAL
rendoan01,2015,1,WAS,NL,80,311,43,82,16,0,5,25,1,2,36,70,0,4,0,4,8,Anthony Michael,rendoan01-2015-WAS
reverbe01,2015,1,PHI,NL,96,366,49,109,13,6,1,26,24,5,19,36,0,1,2,0,4,Ben Daniel,reverbe01-2015-PHI
